PRODUCT TITLE,CATEGORY,PRICE TYPE,   PRICE,WOOD/STAIN/UNFINISHED CABINETRY,MAPLE INTERIORS/ALL PLYWOOD CONSTRUCTION,          CUSTOMER WORDING
"MULLION DOOR~ 9 - LITE OFFSET  / BRITTANY & CENTENNIAL  66""",              LITE OFFSET / BRITTANY & CENTENNIAL - DOOR STYLES, EA,$204.00 ,,,MULLION DOOR SPECIAL 9 LITE OFFSET
"            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE  ",,,   ,,,"            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE  "
BEVEL EDGE (ADD ALL 4 SIDES),"            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE - DOOR STYLES",PLI,$1.40 ,,,BEVEL EDGED 
"MIRROR DOOR INSERTS  1/8""    ( PLUS DOOR COST )     36  TALL","            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE - DOOR STYLES",  EA,$90.00 ,,,"MIRROR DOOR INSERTS  1/8""  "
"MIRROR DOOR INSERTS  1/8""    ( PLUS DOOR COST )     42""  TALL","            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE - DOOR STYLES",  EA,$110.00 ,,,"MIRROR DOOR INSERTS  1/8""  "
"MIRROR DOOR INSERTS  1/8""    ( PLUS DOOR COST )     48""  TALL","            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE - DOOR STYLES",  EA,$132.00 ,,,"MIRROR DOOR INSERTS  1/8""  "
"MIRROR DOOR INSERTS  1/8""    ( PLUS DOOR COST )     54""  TALL","            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE - DOOR STYLES",  EA,$164.00 ,,,"MIRROR DOOR INSERTS  1/8""  "
"MIRROR DOOR INSERTS  1/8""    ( PLUS DOOR COST )     60""  TALL","            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE - DOOR STYLES",  EA,$186.00 ,,,"MIRROR DOOR INSERTS  1/8""  "
"MIRROR DOOR INSERTS  1/8""    ( PLUS DOOR COST )     66""  TALL","            MIRROR DOOR INSERTS  1/8""     UP TO 20"" WIDE - DOOR STYLES", EA,$198.00 ,,,"MIRROR DOOR INSERTS  1/8""  "
"                    SPEAKER CLOTH INSERT, UP TO 20"" WIDE",,,,,,"                    SPEAKER CLOTH INSERT, UP TO 20"" WIDE"
"SPEAKER CLOTH INSERT, 30""","                    SPEAKER CLOTH INSERT, UP TO 20"" WIDE - DOOR STYLES",EA,$110.00 ,,,SPEAKER CLOTH INSERT
"SPEAKER CLOTH INSERT, 31"" TO 48""","                    SPEAKER CLOTH INSERT, UP TO 20"" WIDE - DOOR STYLES",EA,$142.00 ,,,SPEAKER CLOTH INSERT
"SPEAKER CLOTH INSERT, 49"" TO 66""","                    SPEAKER CLOTH INSERT, UP TO 20"" WIDE - DOOR STYLES",EA,$174.00 ,,,SPEAKER CLOTH INSERT
              WOOD  UP CHARGES (MULTIPLIERS),,,   ,,,              WOOD  UP CHARGES (MULTIPLIERS)
BIRCH,              WOOD  UP CHARGES (MULTIPLIERS),10%,#REF!,,,BIRCH WOOD
MAPLE ,              WOOD  UP CHARGES (MULTIPLIERS),10%,#REF!,,,MAPLE WOOD 
WHITE OAK OR RUSTIC CHERRY,              WOOD  UP CHARGES (MULTIPLIERS),25%,#REF!,,,WHITE OAK OR RUSTIC CHERRY WOOD
MAHOGANY,              WOOD  UP CHARGES (MULTIPLIERS),55%,#REF!,,,MAHOGANY WOOD
WALNUT,              WOOD  UP CHARGES (MULTIPLIERS),55%,#REF!,,,WALNUT WOOD
CHERRY,              WOOD  UP CHARGES (MULTIPLIERS),50%,#REF!,,,CHERRY WOOD
ALDER CLR OR RUSTIC,              WOOD  UP CHARGES (MULTIPLIERS),10%,#REF!,,,ALDER CLR OR RUSTIC WOOD
HICKORY,              WOOD  UP CHARGES (MULTIPLIERS),20%,#REF!,,,HICKORY WOOD
PLASTIC LAMINATE CABINETS,              WOOD  UP CHARGES (MULTIPLIERS),15%,#REF!,,,PLASTIC LAMINATE CABINETS
                STAIN  UP CHARGES (MULTIPLIERS),,,   ,,,                STAIN  UP CHARGES (MULTIPLIERS)
BLACK CHERRY OR COFFEE STAIN,                STAIN  UP CHARGES (MULTIPLIERS),10%,#REF!,,,BLACK CHERRY OR COFFEE STAIN
GLAZE OVER STAIN,                STAIN  UP CHARGES (MULTIPLIERS),10%,#REF!,,,GLAZE OVER STAIN
HAND RUBBED EDGES,                STAIN  UP CHARGES (MULTIPLIERS),10%,#REF!,,,HAND RUBBED EDGES
"DISTRESSED STAIN FINISH    "" A """,                STAIN  UP CHARGES (MULTIPLIERS),20%,#REF!,,,"DISTRESSED STAIN FINISH    "" A """
"DISTRESSED STAIN FINISH    "" B """,                STAIN  UP CHARGES (MULTIPLIERS),30%,#REF!,,,"DISTRESSED STAIN FINISH    "" B """
"DISTRESSED STAIN FINISH    "" C """,                STAIN  UP CHARGES (MULTIPLIERS),40%,#REF!,,,"DISTRESSED STAIN FINISH    "" C """
MADRID,                STAIN  UP CHARGES (MULTIPLIERS),40%,#REF!,,,MADRID
MADRID NO CHINA BRUSH,                STAIN  UP CHARGES (MULTIPLIERS),20%,#REF!,,,MADRID NO CHINA BRUSH
SAHARA,                STAIN  UP CHARGES (MULTIPLIERS),30%,#REF!,,,SAHARA
PAINT,                STAIN  UP CHARGES (MULTIPLIERS),40%,#REF!,,,PAINT
GLAZE OVER PAINT,                STAIN  UP CHARGES (MULTIPLIERS),10%,#REF!,,,GLAZE OVER PAINT
SHEEN CHANGES   20  /  40  /  90,                STAIN  UP CHARGES (MULTIPLIERS),10%,#REF!,,,SHEEN CHANGES   20  /  40  /  90
                      CONSTRUCTION UP CHARGES  ,,,,,,                      CONSTRUCTION UP CHARGES  
SQUARE INSET DRAWER OPENING (SLIDE NOT INCLUDED),                      CONSTRUCTION UP CHARGES  , EA.,$33.00 ,,,SQUARE INSET 
"SQUARE INSET DOOR OPENING TO 45"" TALL",                      CONSTRUCTION UP CHARGES  , EA.,$44.00 ,,,SQUARE INSET 
"SQUARE INSET DOOR OPENING TO 60"" TALL",                      CONSTRUCTION UP CHARGES  , EA.,$60.00 ,,,SQUARE INSET 
BEADED INSET DRAWER OPENING (SLIDE NOT INCLUDED),                      CONSTRUCTION UP CHARGES  , EA,$36.00 ,,,BEADED INSET
"BEADED INSET DOOR OPENING TO 42"" TALL",                      CONSTRUCTION UP CHARGES  , EA,$53.00 ,,,BEADED INSET
"BEADED INSET DOOR OPENING TO 60"" TALL",                      CONSTRUCTION UP CHARGES  , EA,$80.00 ,,,BEADED INSET
UNFINISHED (RAW) CABINETRY,                      CONSTRUCTION UP CHARGES  ,-15%,#REF!,,,UNFINISHED (RAW) CABINETRY
MAPLE INTERIORS,                      CONSTRUCTION UP CHARGES  ,20%,#REF!,,,MAPLE INTERIORS
ALL PLYWOOD CONSTRUCTION,                      CONSTRUCTION UP CHARGES  ,30%,#REF!,,,ALL PLYWOOD CONSTRUCTION
COLOR PUTTY STICK,                      CONSTRUCTION UP CHARGES  , EA,$10.00 ,,,COLOR PUTTY STICK
,,,   ,,,FULL OVERLAY CONSTRUCTION
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
,,,   ,,,
 ,,,   ,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,, 
